Ticket #,Pay Station,Stall #,License Plate,Purchased Date,Expiry Date,Payment Type,Trans Type,Coupon Code,Excess Payment,Change Issued,Refund Ticket,Total Collections,Revenue,Rate Name,Location Name
768427540,"=""Honkmobile""",,"=""A539HY""",04/02/2026 12:11:13 PDT,04/02/2026 15:11:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$6.00,$6.00,Third Party,Zone 1
768428050,"=""Honkmobile""",,"=""FG884N""",04/02/2026 12:11:44 PDT,04/02/2026 14:26:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$4.50,$4.50,Third Party,Zone 5
768428210,"=""Honkmobile""",,"=""KA819P""",04/02/2026 12:11:53 PDT,04/02/2026 13:26:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$2.50,$2.50,Third Party,Zone 10
52919438,"=""OffStreet""",,"=""NG651D""",04/02/2026 12:13:00 PDT,04/02/2026 19:13:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,OFFSTREET-GR,Zone 9
768426280,"=""Honkmobile""",,"=""RS760V""",04/02/2026 12:13:01 PDT,04/02/2026 13:13:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$2.50,$2.50,Third Party,Zone 5
768422300,"=""Honkmobile""",,"=""SM252G""",04/02/2026 12:13:01 PDT,04/02/2026 12:43:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$1.50,$1.50,Third Party,Zone 10
768429230,"=""Honkmobile""",,"=""WC818C""",04/02/2026 12:13:02 PDT,04/02/2026 14:28:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$4.50,$4.50,Third Party,Zone 10
768429510,"=""Honkmobile""",,"=""TH010X""",04/02/2026 12:13:27 PDT,04/02/2026 15:13:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$6.00,$6.00,Third Party,Zone 1
768429700,"=""Honkmobile""",,"=""TD670F""",04/02/2026 12:13:29 PDT,04/03/2026 00:00:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$10.00,$10.00,Third Party,Zone 8
768430650,"=""Honkmobile""",,"=""TM371J""",04/02/2026 12:14:41 PDT,04/02/2026 13:29:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$2.50,$2.50,Third Party,Zone 5
768430740,"=""Honkmobile""",,"=""LJ928T""",04/02/2026 12:14:47 PDT,04/02/2026 14:29:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$4.50,$4.50,Third Party,Zone 5
768431020,"=""Honkmobile""",,"=""WV333W""",04/02/2026 12:15:03 PDT,04/03/2026 00:00:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$8.00,$8.00,Third Party,Zone 1
00038791,"=""UNC Mackay""",,"=""S261AG""",04/02/2026 12:15:28 PDT,04/02/2026 15:15:28 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$6.00,$6.00,Third Party,Zone 1
768431430,"=""Honkmobile""",,"=""RL107F""",04/02/2026 12:15:35 PDT,04/02/2026 15:15:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$6.00,$6.00,Third Party,Zone 1
52919941,"=""OffStreet""",,"=""SD15OT""",04/02/2026 12:16:00 PDT,04/02/2026 17:46:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,OFFSTREET-GR,Zone 9
768432170,"=""Honkmobile""",,"=""XW398R""",04/02/2026 12:16:28 PDT,04/02/2026 14:31:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$4.50,$4.50,Third Party,Zone 10
768432310,"=""Honkmobile""",,"=""XX828T""",04/02/2026 12:16:42 PDT,04/02/2026 14:16:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$4.50,$4.50,Third Party,Zone 5
768432320,"=""Honkmobile""",,"=""TR772B""",04/02/2026 12:16:43 PDT,04/02/2026 14:31:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$4.50,$4.50,Third Party,Zone 5
768433040,"=""Honkmobile""",,"=""A217LC""",04/02/2026 12:17:34 PDT,04/02/2026 13:17:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$2.50,$2.50,Third Party,Zone 5
768433100,"=""Honkmobile""",,"=""A966FY""",04/02/2026 12:17:37 PDT,04/02/2026 14:32:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$4.50,$4.50,Third Party,Zone 10
768433420,"=""Honkmobile""",,"=""LJ343X""",04/02/2026 12:18:00 PDT,04/03/2026 00:00:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$8.00,$8.00,Third Party,Zone 1
768433460,"=""Honkmobile""",,"=""XP341C""",04/02/2026 12:18:00 PDT,04/03/2026 00:00:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$8.00,$8.00,Third Party,Zone 1
768433920,"=""Honkmobile""",,"=""VM167V""",04/02/2026 12:18:38 PDT,04/03/2026 00:00:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$8.00,$8.00,Third Party,Zone 1
52920563,"=""OffStreet""",,"=""WL778D""",04/02/2026 12:20:00 PDT,04/02/2026 19:20:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,OFFSTREET-GR,Zone 9
52920669,"=""OffStreet""",,"=""VT5203""",04/02/2026 12:20:00 PDT,04/02/2026 19:20:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,OFFSTREET-GR,Zone 9
768435610,"=""Honkmobile""",,"=""TS836J""",04/02/2026 12:20:38 PDT,04/02/2026 14:35:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$4.50,$4.50,Third Party,Zone 5
768435950,"=""Honkmobile""",,"=""936XRP""",04/02/2026 12:20:41 PDT,04/03/2026 00:00:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$8.00,$8.00,Third Party,Zone 1
768435690,"=""Honkmobile""",,"=""PV142P""",04/02/2026 12:20:45 PDT,04/02/2026 14:35:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$4.50,$4.50,Third Party,Zone 5
768435800,"=""Honkmobile""",,"=""VY2168""",04/02/2026 12:20:52 PDT,04/02/2026 13:35:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$2.50,$2.50,Third Party,Zone 5
768435880,"=""Honkmobile""",,"=""XM929B""",04/02/2026 12:20:55 PDT,04/02/2026 13:35:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$2.50,$2.50,Third Party,Zone 3
52920693,"=""OffStreet""",,"=""546TPL""",04/02/2026 12:21:00 PDT,04/02/2026 19:21:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,OFFSTREET-GR,Zone 9
768436570,"=""Honkmobile""",,"=""RH168T""",04/02/2026 12:21:36 PDT,04/02/2026 13:36:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$2.50,$2.50,Third Party,Zone 10
00038792,"=""UNC Mackay""",,"=""A937DS""",04/02/2026 12:22:19 PDT,04/02/2026 14:22:19 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$4.50,$4.50,Third Party,Zone 5
768437630,"=""Honkmobile""",,"=""VH387V""",04/02/2026 12:22:46 PDT,04/03/2026 00:00:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$8.00,$8.00,Third Party,Zone 1
768438110,"=""Honkmobile""",,"=""JL818A""",04/02/2026 12:23:20 PDT,04/02/2026 15:23:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$8.00,$8.00,Third Party,Zone 8
768438220,"=""Honkmobile""",,"=""MS032V""",04/02/2026 12:23:27 PDT,04/02/2026 13:38:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$2.50,$2.50,Third Party,Zone 5
768438480,"=""Honkmobile""",,"=""MT009B""",04/02/2026 12:23:46 PDT,04/02/2026 14:23:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$4.50,$4.50,Third Party,Zone 5
52920968,"=""OffStreet""",,"=""525EGN""",04/02/2026 12:24:00 PDT,04/02/2026 17:24:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,OFFSTREET-GR,Zone 9
768438770,"=""Honkmobile""",,"=""XT309R""",04/02/2026 12:24:01 PDT,04/02/2026 13:39:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$2.50,$2.50,Third Party,Zone 5
768439150,"=""Honkmobile""",,"=""HW113A""",04/02/2026 12:24:27 PDT,04/02/2026 15:24:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$6.00,$6.00,Third Party,Zone 1
768439320,"=""Honkmobile""",,"=""VX011F""",04/02/2026 12:24:34 PDT,04/02/2026 14:39:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$4.50,$4.50,Third Party,Zone 5
768440730,"=""Honkmobile""",,"=""WL143D""",04/02/2026 12:25:38 PDT,04/02/2026 15:25:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$6.00,$6.00,Third Party,Zone 1
768441380,"=""Honkmobile""",,"=""WC701D""",04/02/2026 12:26:16 PDT,04/02/2026 14:41:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$4.50,$4.50,Third Party,Zone 5
768441730,"=""Honkmobile""",,"=""DFPV519""",04/02/2026 12:26:36 PDT,04/03/2026 00:00:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$8.00,$8.00,Third Party,Zone 1
00038793,"=""UNC Mackay""",,"=""WP620N""",04/02/2026 12:27:08 PDT,04/02/2026 13:27:08 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$2.50,$2.50,Third Party,Zone 5
768442340,"=""Honkmobile""",,"=""BRD7350""",04/02/2026 12:27:13 PDT,04/02/2026 14:27:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$4.50,$4.50,Third Party,Zone 3
768442900,"=""Honkmobile""",,"=""PR943T""",04/02/2026 12:27:39 PDT,04/02/2026 13:42:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$2.50,$2.50,Third Party,Zone 10
768442910,"=""Honkmobile""",,"=""SD122J""",04/02/2026 12:27:41 PDT,04/02/2026 14:42:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$4.50,$4.50,Third Party,Zone 10
768443960,"=""Honkmobile""",,"=""XK247T""",04/02/2026 12:28:48 PDT,04/02/2026 12:58:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$1.50,$1.50,Third Party,Zone 5
52921876,"=""OffStreet""",,"=""EE141N""",04/02/2026 12:29:00 PDT,04/02/2026 23:59:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,OFFSTREET-GR,Zone 6
52921879,"=""OffStreet""",,"=""EE141N""",04/02/2026 12:29:00 PDT,04/02/2026 23:59:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,OFFSTREET-GR,Zone 4
52921897,"=""OffStreet""",,"=""EE141N""",04/02/2026 12:29:00 PDT,04/02/2026 23:59:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,OFFSTREET-GR,Zone 8
52921894,"=""OffStreet""",,"=""EE141N""",04/02/2026 12:29:00 PDT,04/02/2026 23:59:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,OFFSTREET-GR,Zone 9
52921900,"=""OffStreet""",,"=""EE141N""",04/02/2026 12:29:00 PDT,04/02/2026 23:59:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,OFFSTREET-GR,Zone 12
52921882,"=""OffStreet""",,"=""EE141N""",04/02/2026 12:29:00 PDT,04/02/2026 23:59:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,OFFSTREET-GR,Zone 1
52921888,"=""OffStreet""",,"=""EE141N""",04/02/2026 12:29:00 PDT,04/02/2026 23:59:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,OFFSTREET-GR,Zone 7
52921891,"=""OffStreet""",,"=""EE141N""",04/02/2026 12:29:00 PDT,04/02/2026 23:59:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,OFFSTREET-GR,Zone 2
52921885,"=""OffStreet""",,"=""EE141N""",04/02/2026 12:29:00 PDT,04/02/2026 23:59:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,OFFSTREET-GR,Zone 11
768306880,"=""Honkmobile""",,"=""HV702X""",04/02/2026 12:29:01 PDT,04/02/2026 14:29:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$4.50,$4.50,Third Party,Zone 3
768444250,"=""Honkmobile""",,"=""XW747V""",04/02/2026 12:29:10 PDT,04/02/2026 14:44:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$4.50,$4.50,Third Party,Zone 5
768446350,"=""Honkmobile""",,"=""WS997G""",04/02/2026 12:31:13 PDT,04/02/2026 14:46:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$4.50,$4.50,Third Party,Zone 5
768446440,"=""Honkmobile""",,"=""YFJ863""",04/02/2026 12:31:13 PDT,04/03/2026 00:00:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$8.00,$8.00,Third Party,Zone 1
768446520,"=""Honkmobile""",,"=""CLN7866""",04/02/2026 12:31:22 PDT,04/02/2026 13:46:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$2.50,$2.50,Third Party,Zone 10
00038794,"=""UNC Mackay""",,"=""MX729A""",04/02/2026 12:32:13 PDT,04/02/2026 14:32:13 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$4.50,$4.50,Third Party,Zone 10
00038795,"=""UNC Mackay""",,"=""GD807B""",04/02/2026 12:32:29 PDT,04/02/2026 23:59:10 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$8.00,$8.00,Third Party,Zone 1
768446860,"=""Honkmobile""",,"=""TS532L""",04/02/2026 12:32:47 PDT,04/02/2026 14:31:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$4.50,$4.50,Third Party,Zone 5
768448000,"=""Honkmobile""",,"=""RG614R""",04/02/2026 12:33:00 PDT,04/02/2026 15:33:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$6.00,$6.00,Third Party,Zone 1
768448050,"=""Honkmobile""",,"=""LF265P""",04/02/2026 12:33:04 PDT,04/02/2026 13:48:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$2.50,$2.50,Third Party,Zone 5
768448200,"=""Honkmobile""",,"=""CMH5050""",04/02/2026 12:33:14 PDT,04/02/2026 13:48:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$2.50,$2.50,Third Party,Zone 5
768448350,"=""Honkmobile""",,"=""MT275K""",04/02/2026 12:33:23 PDT,04/02/2026 13:48:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$2.50,$2.50,Third Party,Zone 10
00038796,"=""UNC Mackay""",,"=""SH256R""",04/02/2026 12:33:41 PDT,04/02/2026 12:48:41 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,Third Party,Zone 10
768449490,"=""Honkmobile""",,"=""XA503P""",04/02/2026 12:34:49 PDT,04/02/2026 14:49:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$4.50,$4.50,Third Party,Zone 5
768449720,"=""Honkmobile""",,"=""A713PS""",04/02/2026 12:35:07 PDT,04/02/2026 13:50:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$2.50,$2.50,Third Party,Zone 5
768449900,"=""Honkmobile""",,"=""MG033X""",04/02/2026 12:35:19 PDT,04/02/2026 14:50:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$4.50,$4.50,Third Party,Zone 10
768450130,"=""Honkmobile""",,"=""VR807C""",04/02/2026 12:35:41 PDT,04/02/2026 14:35:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$4.50,$4.50,Third Party,Zone 10
768450200,"=""Honkmobile""",,"=""RS294D""",04/02/2026 12:35:44 PDT,04/02/2026 14:50:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$4.50,$4.50,Third Party,Zone 5
768450280,"=""Honkmobile""",,"=""PA180D""",04/02/2026 12:35:49 PDT,04/02/2026 14:50:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$4.50,$4.50,Third Party,Zone 5
768451510,"=""Honkmobile""",,"=""XW386T""",04/02/2026 12:37:21 PDT,04/02/2026 13:52:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$2.50,$2.50,Third Party,Zone 10
768451710,"=""Honkmobile""",,"=""532MBX""",04/02/2026 12:37:34 PDT,04/02/2026 15:37:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$4.50,$4.50,Third Party,Zone 12
768451970,"=""Honkmobile""",,"=""A373KV""",04/02/2026 12:37:51 PDT,04/03/2026 00:00:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$8.00,$8.00,Third Party,Zone 1
768452090,"=""Honkmobile""",,"=""WD267S""",04/02/2026 12:37:59 PDT,04/03/2026 00:00:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$8.00,$8.00,Third Party,Zone 1
768187920,"=""Honkmobile""",,"=""EH370B""",04/02/2026 12:38:01 PDT,04/02/2026 14:38:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$4.50,$4.50,Third Party,Zone 5
768440230,"=""Honkmobile""",,"=""BDV7797""",04/02/2026 12:38:01 PDT,04/02/2026 14:38:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$4.50,$4.50,Third Party,Zone 5
52923529,"=""OffStreet""",,"=""A899EJ""",04/02/2026 12:39:00 PDT,04/02/2026 23:59:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,OFFSTREET-GR,Zone 6
52923551,"=""OffStreet""",,"=""A899EJ""",04/02/2026 12:39:00 PDT,04/02/2026 23:59:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,OFFSTREET-GR,Zone 8
52923532,"=""OffStreet""",,"=""A899EJ""",04/02/2026 12:39:00 PDT,04/02/2026 23:59:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,OFFSTREET-GR,Zone 4
52923543,"=""OffStreet""",,"=""A899EJ""",04/02/2026 12:39:00 PDT,04/02/2026 23:59:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,OFFSTREET-GR,Zone 7
52923535,"=""OffStreet""",,"=""A899EJ""",04/02/2026 12:39:00 PDT,04/02/2026 23:59:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,OFFSTREET-GR,Zone 1
52923538,"=""OffStreet""",,"=""A899EJ""",04/02/2026 12:39:00 PDT,04/02/2026 23:59:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,OFFSTREET-GR,Zone 11
52923548,"=""OffStreet""",,"=""A899EJ""",04/02/2026 12:39:00 PDT,04/02/2026 23:59:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,OFFSTREET-GR,Zone 9
52923544,"=""OffStreet""",,"=""A899EJ""",04/02/2026 12:39:00 PDT,04/02/2026 23:59:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,OFFSTREET-GR,Zone 2
52923554,"=""OffStreet""",,"=""A899EJ""",04/02/2026 12:39:00 PDT,04/02/2026 23:59:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,OFFSTREET-GR,Zone 12
768454690,"=""Honkmobile""",,"=""CPY6435""",04/02/2026 12:41:04 PDT,04/02/2026 13:26:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$1.50,$1.50,Third Party,Zone 5
768456040,"=""Honkmobile""",,"=""WV020M""",04/02/2026 12:42:58 PDT,04/02/2026 13:42:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$2.50,$2.50,Third Party,Zone 5
768456390,"=""Honkmobile""",,"=""A652PP""",04/02/2026 12:43:24 PDT,04/02/2026 14:43:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$4.50,$4.50,Third Party,Zone 5
768456560,"=""Honkmobile""",,"=""NG533V""",04/02/2026 12:43:32 PDT,04/02/2026 15:43:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$6.00,$6.00,Third Party,Zone 1
768456640,"=""Honkmobile""",,"=""WV018N""",04/02/2026 12:43:33 PDT,04/02/2026 13:13:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$1.50,$1.50,Third Party,Zone 10
768457280,"=""Honkmobile""",,"=""RN3434""",04/02/2026 12:44:18 PDT,04/03/2026 00:00:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$8.00,$8.00,Third Party,Zone 1
768457580,"=""Honkmobile""",,"=""XW380T""",04/02/2026 12:44:38 PDT,04/02/2026 13:29:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$1.50,$1.50,Third Party,Zone 5
768458310,"=""Honkmobile""",,"=""LW928K""",04/02/2026 12:45:16 PDT,04/02/2026 14:00:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$2.50,$2.50,Third Party,Zone 3
768458690,"=""Honkmobile""",,"=""CGW3098""",04/02/2026 12:45:46 PDT,04/02/2026 14:00:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$2.50,$2.50,Third Party,Zone 5
00038797,"=""UNC Mackay""",,"=""9533DC""",04/02/2026 12:46:09 PDT,04/02/2026 14:46:09 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$4.50,$4.50,Third Party,Zone 5
768459660,"=""Honkmobile""",,"=""A005DT""",04/02/2026 12:46:40 PDT,04/03/2026 00:00:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$7.00,$7.00,Third Party,Zone 12
768460200,"=""Honkmobile""",,"=""TW288L""",04/02/2026 12:48:19 PDT,04/02/2026 13:47:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$2.50,$2.50,Third Party,Zone 5
768462270,"=""Honkmobile""",,"=""VB297X""",04/02/2026 12:49:44 PDT,04/02/2026 14:49:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$4.50,$4.50,Third Party,Zone 5
00038798,"=""UNC Mackay""",,"=""WR4653""",04/02/2026 12:52:19 PDT,04/02/2026 14:52:19 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$4.50,$4.50,Third Party,Zone 10
768465110,"=""Honkmobile""",,"=""WH205P""",04/02/2026 12:52:49 PDT,04/02/2026 13:52:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$2.50,$2.50,Third Party,Zone 10
768465880,"=""Honkmobile""",,"=""WD015X""",04/02/2026 12:53:20 PDT,04/03/2026 00:00:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$8.00,$8.00,Third Party,Zone 1
768461470,"=""Honkmobile""",,"=""XJ107A""",04/02/2026 12:54:01 PDT,04/02/2026 13:54:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$2.50,$2.50,Third Party,Zone 10
768419520,"=""Honkmobile""",,"=""A203HC""",04/02/2026 12:54:01 PDT,04/02/2026 14:54:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$4.50,$4.50,Third Party,Zone 5
768466820,"=""Honkmobile""",,"=""CNJ8928""",04/02/2026 12:54:39 PDT,04/02/2026 13:09:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,Third Party,Zone 10
768469380,"=""Honkmobile""",,"=""RJ874J""",04/02/2026 12:57:11 PDT,04/02/2026 15:12:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$4.50,$4.50,Third Party,Zone 5
768470540,"=""Honkmobile""",,"=""XR667J""",04/02/2026 12:58:14 PDT,04/03/2026 12:58:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$14.00,$14.00,Third Party,Zone 3
768470550,"=""Honkmobile""",,"=""CSJ4545""",04/02/2026 12:58:15 PDT,04/02/2026 14:58:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$4.50,$4.50,Third Party,Zone 5
768471480,"=""Honkmobile""",,"=""A769AR""",04/02/2026 12:59:04 PDT,04/02/2026 15:14:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$4.50,$4.50,Third Party,Zone 5
768433240,"=""Honkmobile""",,"=""VK606E""",04/02/2026 13:00:00 PDT,04/02/2026 14:00:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$2.50,$2.50,Third Party,Zone 3
768451570,"=""Honkmobile""",,"=""MX324B""",04/02/2026 13:00:00 PDT,04/02/2026 16:00:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$8.00,$8.00,Third Party,Zone 7
768395240,"=""Honkmobile""",,"=""XJ013L""",04/02/2026 13:00:00 PDT,04/02/2026 16:00:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$8.00,$8.00,Third Party,Zone 8
768463310,"=""Honkmobile""",,"=""VT159L""",04/02/2026 13:00:00 PDT,04/02/2026 16:00:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$8.00,$8.00,Third Party,Zone 4
768472660,"=""Honkmobile""",,"=""LUP209""",04/02/2026 13:00:24 PDT,04/02/2026 16:00:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$8.00,$8.00,Third Party,Zone 7
768473010,"=""Honkmobile""",,"=""CJY9893""",04/02/2026 13:00:47 PDT,04/02/2026 15:15:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$4.50,$4.50,Third Party,Zone 5
768473170,"=""Honkmobile""",,"=""CHR4430""",04/02/2026 13:01:00 PDT,04/02/2026 16:01:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$8.00,$8.00,Third Party,Zone 4
768473450,"=""Honkmobile""",,"=""RV116P""",04/02/2026 13:01:13 PDT,04/02/2026 16:01:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$8.00,$8.00,Third Party,Zone 7
768473660,"=""Honkmobile""",,"=""GW357J""",04/02/2026 13:01:28 PDT,04/02/2026 13:16:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,Third Party,Zone 5
768473760,"=""Honkmobile""",,"=""WC396C""",04/02/2026 13:01:31 PDT,04/02/2026 16:01:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$8.00,$8.00,Third Party,Zone 7
768470150,"=""Honkmobile""",,"=""RL062H""",04/02/2026 13:02:01 PDT,04/02/2026 15:02:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$4.50,$4.50,Third Party,Zone 5
768474810,"=""Honkmobile""",,"=""TJ089A""",04/02/2026 13:02:43 PDT,04/02/2026 14:02:00 PDT,CC (External),Regular,N/A,$0.00,$0.00,$0.00,$2.50,$2.50,Third Party,Zone 5
